Area,Perimeter,Major_Axis_Length,Minor_Axis_Length,Convex_Area,Equiv_Diameter,Eccentricity,Solidity,Extent,Roundness,Aspect_Ration,Compactness,Class
91005,1253.767,528.1585,220.5623,92214,340.3985,0.9086,0.9869,0.596,0.7275,2.3946,0.6445,Ürgüp Sivrisi
86724,1211.935,493.8327,226.1846,88020,332.2957,0.8889,0.9853,0.5793,0.742,2.1833,0.6729,Ürgüp Sivrisi
86075,1163.361,472.8842,232.9682,86857,331.05,0.8702,0.991,0.7141,0.7992,2.0298,0.7001,Ürgüp Sivrisi
89350,1118.993,425.7468,267.8436,90118,337.2891,0.7773,0.9915,0.7264,0.8967,1.5895,0.7922,Ürgüp Sivrisi
77737,1125.413,468.5424,211.618,78398,314.6074,0.8922,0.9916,0.737,0.7713,2.2141,0.6715,Ürgüp Sivrisi
75421,1173.574,510.5464,188.4542,76426,309.8855,0.9294,0.9869,0.756,0.6881,2.7091,0.607,Ürgüp Sivrisi
55723,941.402,388.8176,182.9275,56225,266.362,0.8824,0.9911,0.5919,0.7901,2.1255,0.6851,Ürgüp Sivrisi
95735,1270.696,529.7211,231.0347,96500,349.1326,0.8999,0.9921,0.7282,0.7451,2.2928,0.6591,Ürgüp Sivrisi
93799,1285.858,542.461,220.6602,94619,345.5844,0.9135,0.9913,0.6396,0.7129,2.4584,0.6371,Ürgüp Sivrisi
74118,1104.838,459.8106,206.5968,74996,307.197,0.8934,0.9883,0.6102,0.763,2.2256,0.6681,Ürgüp Sivrisi
67347,1027.793,423.2074,202.9421,67958,292.8291,0.8775,0.991,0.7501,0.8012,2.0854,0.6919,Ürgüp Sivrisi
86862,1189.497,494.134,224.3649,87594,332.56,0.891,0.9916,0.7506,0.7715,2.2024,0.673,Ürgüp Sivrisi
80785,1120.54,450.3512,229.0818,81739,320.7159,0.861,0.9883,0.6403,0.8085,1.9659,0.7121,Ürgüp Sivrisi
89574,1239.553,526.0294,218.9807,90920,337.7117,0.9092,0.9852,0.6201,0.7326,2.4022,0.642,Ürgüp Sivrisi
106782,1316.331,546.451,250.3631,107393,368.7263,0.8889,0.9943,0.6527,0.7744,2.1826,0.6748,Ürgüp Sivrisi
100766,1311.196,548.862,235.1941,101571,358.1889,0.9035,0.9921,0.5622,0.7365,2.3337,0.6526,Ürgüp Sivrisi
80145,1182.355,505.6816,202.3805,81511,319.4429,0.9164,0.9832,0.5845,0.7204,2.4987,0.6317,Ürgüp Sivrisi
73251,1123.571,473.0905,198.4661,73846,305.3949,0.9078,0.9919,0.5394,0.7292,2.3837,0.6455,Ürgüp Sivrisi
106829,1299.524,521.1329,262.0335,107701,368.8074,0.8644,0.9919,0.6228,0.7949,1.9888,0.7077,Ürgüp Sivrisi
100038,1292.66,534.7156,239.304,101116,356.8926,0.8943,0.9893,0.7503,0.7523,2.2345,0.6674,Ürgüp Sivrisi
72159,1173.859,521.7069,176.9836,72784,303.11,0.9407,0.9914,0.6409,0.6581,2.9478,0.581,Ürgüp Sivrisi
78000,1175.369,497.2423,200.9569,79006,315.1392,0.9147,0.9873,0.5182,0.7095,2.4744,0.6338,Ürgüp Sivrisi
100296,1302.282,545.71,235.5925,101503,357.3525,0.902,0.9881,0.6819,0.7432,2.3163,0.6548,Ürgüp Sivrisi
88396,1205.824,497.4106,226.817,89318,335.4837,0.89,0.9897,0.7275,0.764,2.193,0.6745,Ürgüp Sivrisi
79251,1177.626,495.1221,204.5197,80067,317.6563,0.9107,0.9898,0.6357,0.7181,2.4209,0.6416,Ürgüp Sivrisi
81290,1248.449,548.9811,189.0479,82120,321.7167,0.9388,0.9899,0.774,0.6554,2.9039,0.586,Ürgüp Sivrisi
68397,1071.935,441.167,198.8392,69149,295.103,0.8927,0.9891,0.6141,0.748,2.2187,0.6689,Ürgüp Sivrisi
67677,1064.926,437.1626,198.0569,68262,293.5456,0.8915,0.9914,0.6993,0.7499,2.2073,0.6715,Ürgüp Sivrisi
82826,1178.495,491.6711,215.7218,83554,324.742,0.8986,0.9913,0.6472,0.7494,2.2792,0.6605,Ürgüp Sivrisi
60160,995.147,419.6749,183.0501,60654,276.7636,0.8999,0.9919,0.7678,0.7634,2.2927,0.6595,Ürgüp Sivrisi
89179,1189.409,484.3529,235.5126,89851,336.9662,0.8738,0.9925,0.6026,0.7922,2.0566,0.6957,Ürgüp Sivrisi
79688,1129.414,471.0184,216.1462,80409,318.5309,0.8885,0.991,0.778,0.785,2.1792,0.6763,Ürgüp Sivrisi
86604,1189.614,495.0332,223.8483,87251,332.0657,0.8919,0.9926,0.7553,0.769,2.2115,0.6708,Ürgüp Sivrisi
71912,1044.044,416.6652,220.6137,72499,302.5908,0.8483,0.9919,0.7474,0.829,1.8887,0.7262,Ürgüp Sivrisi
66596,1064.955,451.8941,188.2646,67272,291.1918,0.9091,0.99,0.7522,0.7379,2.4003,0.6444,Ürgüp Sivrisi
74309,1095.566,457.2672,207.549,74833,307.5925,0.8911,0.993,0.6428,0.778,2.2032,0.6727,Ürgüp Sivrisi
90267,1263.079,540.4486,214.8378,90961,339.0155,0.9176,0.9924,0.6996,0.711,2.5156,0.6273,Ürgüp Sivrisi
96304,1349.208,590.3167,209.0276,97160,350.1686,0.9352,0.9912,0.7637,0.6648,2.8241,0.5932,Ürgüp Sivrisi
78540,1077.186,424.9388,236.0232,79211,316.2281,0.8316,0.9915,0.7356,0.8506,1.8004,0.7442,Ürgüp Sivrisi
63802,1045.58,445.5165,183.6349,64434,285.0179,0.9111,0.9902,0.7386,0.7334,2.4261,0.6397,Ürgüp Sivrisi
80113,1167.923,493.7861,207.149,80841,319.3791,0.9077,0.991,0.5677,0.738,2.3837,0.6468,Ürgüp Sivrisi
77867,1124.85,471.2584,210.7998,78472,314.8704,0.8944,0.9923,0.7449,0.7733,2.2356,0.6681,Ürgüp Sivrisi
71449,1038.754,390.181,236.4946,72174,301.6151,0.7954,0.99,0.7568,0.8321,1.6499,0.773,Ürgüp Sivrisi
78911,1128.54,465.7586,217.2775,79544,316.9741,0.8845,0.992,0.7237,0.7786,2.1436,0.6806,Ürgüp Sivrisi
65814,1018.301,416.8328,201.8135,66373,289.4771,0.875,0.9916,0.71,0.7976,2.0654,0.6945,Ürgüp Sivrisi
52493,911.108,376.8871,177.5951,52958,258.5269,0.882,0.9912,0.6335,0.7946,2.1222,0.686,Ürgüp Sivrisi
64237,1041.587,442.1465,185.1952,64823,285.9879,0.9081,0.991,0.6046,0.7441,2.3875,0.6468,Ürgüp Sivrisi
77965,1127.072,468.995,211.9854,78619,315.0684,0.892,0.9917,0.6795,0.7713,2.2124,0.6718,Ürgüp Sivrisi
72694,1107.961,470.4345,197.5908,73269,304.2316,0.9075,0.9922,0.7662,0.7441,2.3809,0.6467,Ürgüp Sivrisi
70510,1129.733,487.097,184.9961,71220,299.6266,0.9251,0.99,0.5361,0.6942,2.633,0.6151,Ürgüp Sivrisi
81487,1136.496,468.6029,221.8624,82219,322.1063,0.8808,0.9911,0.7538,0.7928,2.1121,0.6874,Ürgüp Sivrisi
71347,1086.969,457.8752,199.3148,71988,301.3998,0.9003,0.9911,0.6651,0.7588,2.2972,0.6583,Ürgüp Sivrisi
69545,1169.341,522.2597,173.8518,70958,297.5692,0.943,0.9801,0.6917,0.6391,3.0041,0.5698,Ürgüp Sivrisi
82145,1160.999,487.5829,215.3637,82763,323.4042,0.8972,0.9925,0.7206,0.7658,2.264,0.6633,Ürgüp Sivrisi
77829,1138.771,476.735,209.1058,78626,314.7935,0.8987,0.9899,0.6058,0.7542,2.2799,0.6603,Ürgüp Sivrisi
82272,1121.769,459.4482,228.278,82865,323.6541,0.8678,0.9928,0.7321,0.8216,2.0127,0.7044,Ürgüp Sivrisi
84041,1189.879,493.6058,217.7632,85051,327.1152,0.8974,0.9881,0.59,0.7459,2.2667,0.6627,Ürgüp Sivrisi
88080,1164.587,473.4731,237.4181,88730,334.8835,0.8652,0.9927,0.6462,0.8161,1.9943,0.7073,Ürgüp Sivrisi
72399,1148.908,498.986,185.7489,73296,303.6137,0.9281,0.9878,0.683,0.6892,2.6863,0.6085,Ürgüp Sivrisi
76018,1130.742,424.9572,235.2521,77154,311.1095,0.8328,0.9853,0.7776,0.7471,1.8064,0.7321,Ürgüp Sivrisi
81267,1151.429,472.8079,220.0933,82368,321.6712,0.885,0.9866,0.6503,0.7703,2.1482,0.6803,Ürgüp Sivrisi
67962,1005.691,399.8253,217.4008,68470,294.1631,0.8393,0.9926,0.6562,0.8444,1.8391,0.7357,Ürgüp Sivrisi
88664,1281.334,547.2919,208.2073,89761,335.9918,0.9248,0.9878,0.5648,0.6786,2.6286,0.6139,Ürgüp Sivrisi
60061,966.982,387.2495,199.9434,60739,276.5358,0.8564,0.9888,0.7147,0.8072,1.9368,0.7141,Ürgüp Sivrisi
90843,1217.467,506.7023,228.91,91508,340.0954,0.8921,0.9927,0.7535,0.7702,2.2135,0.6712,Ürgüp Sivrisi
85408,1197.405,486.2366,224.8465,86798,329.7648,0.8867,0.984,0.5808,0.7486,2.1625,0.6782,Ürgüp Sivrisi
98745,1290.09,541.0447,232.9598,99459,354.5787,0.9026,0.9928,0.5824,0.7456,2.3225,0.6554,Ürgüp Sivrisi
71383,1101.67,463.9353,196.6093,71987,301.4758,0.9058,0.9916,0.5509,0.7391,2.3597,0.6498,Ürgüp Sivrisi
75133,1084.755,432.5863,223.1888,76161,309.2932,0.8566,0.9865,0.7541,0.8024,1.9382,0.715,Ürgüp Sivrisi
76751,1133.178,467.7719,210.4387,77745,312.6058,0.8931,0.9872,0.7238,0.7511,2.2228,0.6683,Ürgüp Sivrisi
88927,1219.845,511.5318,222.0105,89616,336.4898,0.9009,0.9923,0.6439,0.751,2.3041,0.6578,Ürgüp Sivrisi
82527,1124.691,450.3471,234.535,83174,324.1553,0.8537,0.9922,0.6348,0.8199,1.9202,0.7198,Ürgüp Sivrisi
96644,1251.919,482.4249,261.2029,98280,350.7862,0.8407,0.9834,0.7583,0.7749,1.8469,0.7271,Ürgüp Sivrisi
57366,947.175,390.9684,187.5697,57852,270.2604,0.8774,0.9916,0.743,0.8035,2.0844,0.6913,Ürgüp Sivrisi
58055,938.36,373.5688,198.7155,58730,271.8785,0.8468,0.9885,0.745,0.8285,1.8799,0.7278,Ürgüp Sivrisi
111788,1387.701,583.4282,246.135,112884,377.2703,0.9067,0.9903,0.7328,0.7295,2.3704,0.6466,Ürgüp Sivrisi
75574,1066.116,411.8512,236.1875,76639,310.1996,0.8192,0.9861,0.7502,0.8356,1.7437,0.7532,Ürgüp Sivrisi
135455,1451.905,580.8759,297.7952,136373,415.2911,0.8586,0.9933,0.6928,0.8075,1.9506,0.7149,Ürgüp Sivrisi
112914,1408.755,600.6007,239.725,113754,379.1656,0.9169,0.9926,0.734,0.715,2.5054,0.6313,Ürgüp Sivrisi
108392,1360.61,565.6282,245.2117,109408,371.4956,0.9011,0.9907,0.5901,0.7358,2.3067,0.6568,Ürgüp Sivrisi
75486,1195.25,515.5444,188.0288,76527,310.019,0.9311,0.9864,0.5924,0.664,2.7418,0.6013,Ürgüp Sivrisi
57109,974.641,404.4373,183.3535,57811,269.6543,0.8913,0.9879,0.6846,0.7555,2.2058,0.6667,Ürgüp Sivrisi
110913,1343.399,558.8948,253.4391,111715,375.7909,0.8913,0.9928,0.741,0.7723,2.2052,0.6724,Ürgüp Sivrisi
94496,1333.288,545.3045,223.8304,96097,346.866,0.9119,0.9833,0.6177,0.668,2.4362,0.6361,Ürgüp Sivrisi
82684,1177.123,495.6879,213.9969,83294,324.4635,0.902,0.9927,0.5864,0.7499,2.3163,0.6546,Ürgüp Sivrisi
67208,1114.385,482.6876,179.0909,67904,292.5267,0.9286,0.9898,0.4977,0.6801,2.6952,0.606,Ürgüp Sivrisi
68806,1030.201,419.4277,210.0487,69379,295.984,0.8656,0.9917,0.7426,0.8147,1.9968,0.7057,Ürgüp Sivrisi
95385,1253.276,517.0826,235.4338,96160,348.4938,0.8903,0.9919,0.6041,0.7631,2.1963,0.674,Ürgüp Sivrisi
52913,920.609,376.0123,179.8344,53567,259.5591,0.8782,0.9878,0.6397,0.7846,2.0909,0.6903,Ürgüp Sivrisi
74733,1128.328,479.1548,198.9175,75315,308.4688,0.9098,0.9923,0.5504,0.7377,2.4088,0.6438,Ürgüp Sivrisi
66485,1042.918,438.9866,193.369,67145,290.949,0.8978,0.9902,0.7559,0.7681,2.2702,0.6628,Ürgüp Sivrisi
71746,1139.119,497.1878,184.398,72356,302.2414,0.9287,0.9916,0.6544,0.6948,2.6963,0.6079,Ürgüp Sivrisi
61022,1034.116,441.7311,178.0289,61763,278.7393,0.9152,0.988,0.7457,0.7171,2.4812,0.631,Ürgüp Sivrisi
87631,1237.636,531.1878,210.8808,88328,334.0288,0.9178,0.9921,0.569,0.7189,2.5189,0.6288,Ürgüp Sivrisi
71437,1127.083,448.9109,203.4385,72663,301.5898,0.8914,0.9831,0.6178,0.7067,2.2066,0.6718,Ürgüp Sivrisi
99484,1325.349,572.9679,222.0452,100347,355.903,0.9219,0.9914,0.7615,0.7117,2.5804,0.6212,Ürgüp Sivrisi
107935,1264.572,493.671,280.9771,108930,370.7116,0.8222,0.9909,0.6985,0.8482,1.757,0.7509,Ürgüp Sivrisi
69442,1047.339,427.1577,207.9671,70134,297.3488,0.8735,0.9901,0.6668,0.7955,2.054,0.6961,Ürgüp Sivrisi
60501,962.052,384.2331,202.5523,61120,277.5469,0.8498,0.9899,0.6585,0.8214,1.897,0.7223,Ürgüp Sivrisi
73046,1124.123,471.2562,198.3681,74035,304.9673,0.9071,0.9866,0.5682,0.7264,2.3757,0.6471,Ürgüp Sivrisi
79311,1133.999,471.6215,214.7177,80061,317.7765,0.8904,0.9906,0.5928,0.775,2.1965,0.6738,Ürgüp Sivrisi
90209,1212.904,500.1103,230.3826,91059,338.9066,0.8876,0.9907,0.7219,0.7706,2.1708,0.6777,Ürgüp Sivrisi
72779,1142.027,491.2674,189.3157,73355,304.4094,0.9228,0.9921,0.5728,0.7012,2.595,0.6196,Ürgüp Sivrisi
69307,1066.605,446.5278,198.2488,69864,297.0596,0.896,0.992,0.7394,0.7656,2.2524,0.6653,Ürgüp Sivrisi
80188,1136.143,469.6439,218.9118,80895,319.5286,0.8847,0.9913,0.6866,0.7806,2.1454,0.6804,Ürgüp Sivrisi
78618,1174.681,475.5418,212.0995,79874,316.3851,0.895,0.9843,0.5588,0.716,2.2421,0.6653,Ürgüp Sivrisi
84332,1200.791,508.0743,211.7158,85065,327.681,0.909,0.9914,0.5423,0.735,2.3998,0.6449,Ürgüp Sivrisi
85367,1174.699,482.7527,226.2081,86210,329.6857,0.8834,0.9902,0.688,0.7774,2.1341,0.6829,Ürgüp Sivrisi
75637,1167.733,508.1467,190.1601,76383,310.3289,0.9273,0.9902,0.6694,0.697,2.6722,0.6107,Ürgüp Sivrisi
54889,908.388,367.1459,191.091,55393,264.3612,0.8539,0.9909,0.7516,0.8359,1.9213,0.72,Ürgüp Sivrisi
84695,1234.857,535.9444,202.024,85511,328.3855,0.9262,0.9905,0.7603,0.698,2.6529,0.6127,Ürgüp Sivrisi
62519,980.917,355.2221,229.6593,63595,282.1377,0.7629,0.9831,0.6475,0.8165,1.5467,0.7943,Ürgüp Sivrisi
69969,1046.42,424.0555,211.4142,70593,298.475,0.8669,0.9912,0.7081,0.803,2.0058,0.7039,Ürgüp Sivrisi
110036,1374.735,573.8784,245.4547,110939,374.3023,0.9039,0.9919,0.5792,0.7317,2.338,0.6522,Ürgüp Sivrisi
97019,1291.443,551.1399,224.6228,97722,351.4661,0.9132,0.9928,0.7314,0.731,2.4536,0.6377,Ürgüp Sivrisi
116243,1439.456,621.2633,239.3299,117738,384.7144,0.9228,0.9873,0.7459,0.705,2.5958,0.6192,Ürgüp Sivrisi
78149,1135.602,465.4065,214.9002,79172,315.44,0.887,0.9871,0.7276,0.7615,2.1657,0.6778,Ürgüp Sivrisi
83828,1103.111,426.6511,252.0127,84621,326.7004,0.8069,0.9906,0.7688,0.8657,1.693,0.7657,Ürgüp Sivrisi
81483,1166.903,482.7031,215.5869,82374,322.0984,0.8947,0.9892,0.7373,0.752,2.239,0.6673,Ürgüp Sivrisi
75499,1092.648,444.7061,217.7752,76204,310.0457,0.8719,0.9907,0.7247,0.7947,2.042,0.6972,Ürgüp Sivrisi
94166,1309.611,568.2989,212.7976,95410,346.2598,0.9272,0.987,0.764,0.69,2.6706,0.6093,Ürgüp Sivrisi
99273,1348.046,581.9158,217.861,100461,355.5254,0.9273,0.9882,0.6584,0.6865,2.671,0.611,Ürgüp Sivrisi
100403,1270.844,524.998,244.0644,101143,357.5431,0.8854,0.9927,0.7399,0.7812,2.1511,0.681,Ürgüp Sivrisi
85054,1260.356,545.3389,199.4514,85893,329.0807,0.9307,0.9902,0.5802,0.6728,2.7342,0.6034,Ürgüp Sivrisi
88882,1280.147,551.1114,207.5682,90298,336.4046,0.9264,0.9843,0.5956,0.6816,2.6551,0.6104,Ürgüp Sivrisi
97268,1268.14,522.3452,238.0053,98210,351.9168,0.8902,0.9904,0.5905,0.7601,2.1947,0.6737,Ürgüp Sivrisi
79492,1144.243,479.8009,211.3662,80094,318.1389,0.8977,0.9925,0.7538,0.763,2.27,0.6631,Ürgüp Sivrisi
79459,1160.774,492.1048,206.1489,80229,318.0729,0.908,0.9904,0.7249,0.7411,2.3871,0.6464,Ürgüp Sivrisi
73884,1104.07,427.8587,222.1959,75275,306.7116,0.8546,0.9815,0.6395,0.7617,1.9256,0.7169,Ürgüp Sivrisi
87407,1204.128,498.5954,223.9675,88256,333.6016,0.8934,0.9904,0.731,0.7575,2.2262,0.6691,Ürgüp Sivrisi
80651,1164.794,460.8584,224.5742,81652,320.4498,0.8732,0.9877,0.6596,0.747,2.0521,0.6953,Ürgüp Sivrisi
136574,1559.45,661.9113,267.385,138384,417.0029,0.9148,0.9869,0.5313,0.7057,2.4755,0.63,Ürgüp Sivrisi
81422,1153.561,480.8185,216.2706,82045,321.9778,0.8931,0.9924,0.6746,0.7689,2.2232,0.6696,Ürgüp Sivrisi
70499,1138.229,458.5958,196.779,71760,299.6033,0.9033,0.9824,0.7245,0.6838,2.3305,0.6533,Ürgüp Sivrisi
74859,1076.392,437.3105,219.427,75487,308.7287,0.865,0.9917,0.7247,0.8119,1.993,0.706,Ürgüp Sivrisi
72537,1079.889,445.9191,209.0018,73318,303.9029,0.8834,0.9893,0.6387,0.7816,2.1336,0.6815,Ürgüp Sivrisi
56296,931.011,378.5936,190.0321,56823,267.728,0.8649,0.9907,0.6846,0.8162,1.9923,0.7072,Ürgüp Sivrisi
101280,1317.008,553.3534,235.2002,102285,359.1012,0.9052,0.9902,0.5442,0.7338,2.3527,0.649,Ürgüp Sivrisi
68921,1055.062,410.3709,216.9086,69859,296.2312,0.8489,0.9866,0.5871,0.778,1.8919,0.7219,Ürgüp Sivrisi
104523,1374.158,569.722,235.5319,106372,364.8052,0.9105,0.9826,0.5804,0.6956,2.4189,0.6403,Ürgüp Sivrisi
79239,1131.803,468.3198,216.2943,79958,317.6322,0.887,0.991,0.6729,0.7773,2.1652,0.6782,Ürgüp Sivrisi
72278,1106.914,470.2507,196.3369,72891,303.3599,0.9087,0.9916,0.7245,0.7413,2.3951,0.6451,Ürgüp Sivrisi
110058,1406.421,606.7535,231.952,111273,374.3397,0.924,0.9891,0.6465,0.6992,2.6159,0.617,Ürgüp Sivrisi
57840,986.473,418.9703,176.5556,58299,271.3746,0.9069,0.9921,0.6186,0.7469,2.373,0.6477,Ürgüp Sivrisi
97398,1242.438,511.921,243.0691,98067,352.1519,0.8801,0.9932,0.6138,0.7929,2.1061,0.6879,Ürgüp Sivrisi
88290,1220.331,513.8647,221.1451,88954,335.2824,0.9027,0.9925,0.6897,0.745,2.3237,0.6525,Ürgüp Sivrisi
92761,1213.211,502.4089,235.7268,93383,343.667,0.8831,0.9933,0.6037,0.792,2.1313,0.684,Ürgüp Sivrisi
90597,1352.215,605.5829,192.588,91557,339.6346,0.9481,0.9895,0.4695,0.6226,3.1444,0.5608,Ürgüp Sivrisi
66646,1051.349,444.676,191.9411,67235,291.3011,0.902,0.9912,0.6805,0.7577,2.3167,0.6551,Ürgüp Sivrisi
73763,1129.909,482.3872,195.587,74838,306.4604,0.9141,0.9856,0.7688,0.726,2.4664,0.6353,Ürgüp Sivrisi
84930,1204.448,508.7883,213.0266,85665,328.8407,0.9081,0.9914,0.5482,0.7357,2.3884,0.6463,Ürgüp Sivrisi
59856,978.841,407.093,188.2279,60556,276.0634,0.8867,0.9884,0.7447,0.785,2.1628,0.6781,Ürgüp Sivrisi
67675,1066.322,451.0275,191.949,68226,293.5413,0.9049,0.9919,0.732,0.7479,2.3497,0.6508,Ürgüp Sivrisi
86180,1207.003,505.2295,218.1533,87156,331.2518,0.902,0.9888,0.6453,0.7434,2.3159,0.6556,Ürgüp Sivrisi
92226,1215.805,500.153,235.1449,92967,342.6745,0.8826,0.992,0.6174,0.784,2.127,0.6851,Ürgüp Sivrisi
92679,1258.543,533.8832,222.0801,93446,343.515,0.9094,0.9918,0.757,0.7353,2.404,0.6434,Ürgüp Sivrisi
55848,936.426,383.984,185.8999,56278,266.6606,0.875,0.9924,0.7272,0.8003,2.0655,0.6945,Ürgüp Sivrisi
110296,1276.689,499.3648,282.5859,111342,374.7442,0.8245,0.9906,0.7309,0.8504,1.7671,0.7504,Ürgüp Sivrisi
54519,917.658,374.8733,185.6847,54979,263.4687,0.8687,0.9916,0.7651,0.8136,2.0189,0.7028,Ürgüp Sivrisi
85203,1183.741,487.6304,222.8771,85939,329.3688,0.8894,0.9914,0.743,0.7641,2.1879,0.6754,Ürgüp Sivrisi
86598,1242.787,534.4844,206.701,87432,332.0542,0.9222,0.9905,0.755,0.7046,2.5858,0.6213,Ürgüp Sivrisi
93827,1313.812,564.2072,215.2528,95116,345.636,0.9244,0.9864,0.5851,0.6831,2.6211,0.6126,Ürgüp Sivrisi
93330,1278.152,549.0873,217.0727,94094,344.7194,0.9185,0.9919,0.7556,0.7179,2.5295,0.6278,Ürgüp Sivrisi
91020,1184.306,475.7287,244.1366,91777,340.4266,0.8583,0.9918,0.7586,0.8155,1.9486,0.7156,Ürgüp Sivrisi
82200,1215.347,525.4994,199.3062,82967,323.5124,0.9253,0.9908,0.7623,0.6993,2.6366,0.6156,Ürgüp Sivrisi
85988,1187.601,495.8356,221.2252,86928,330.8826,0.8949,0.9892,0.7718,0.7661,2.2413,0.6673,Ürgüp Sivrisi
78565,1140.593,472.7074,212.3134,79268,316.2785,0.8935,0.9911,0.6593,0.7589,2.2265,0.6691,Ürgüp Sivrisi
85893,1244.185,532.9415,205.9913,86843,330.6998,0.9223,0.9891,0.7696,0.6973,2.5872,0.6205,Ürgüp Sivrisi
74249,1082.226,434.4474,218.4924,75291,307.4683,0.8643,0.9862,0.7379,0.7966,1.9884,0.7077,Ürgüp Sivrisi
97267,1259.324,519.9828,239.0269,98109,351.915,0.8881,0.9914,0.745,0.7707,2.1754,0.6768,Ürgüp Sivrisi
83194,1209.651,517.5243,205.1858,84025,325.4626,0.918,0.9901,0.7399,0.7145,2.5222,0.6289,Ürgüp Sivrisi
71719,1037.991,407.5559,226.0236,72393,302.1845,0.8321,0.9907,0.7385,0.8365,1.8032,0.7415,Ürgüp Sivrisi
109005,1325.519,535.6968,259.8848,110274,372.5446,0.8744,0.9885,0.726,0.7796,2.0613,0.6954,Ürgüp Sivrisi
115744,1430.169,612.3201,241.1586,116606,383.8878,0.9192,0.9926,0.6971,0.7111,2.5391,0.6269,Ürgüp Sivrisi
108954,1419.753,620.0968,224.5037,110095,372.4574,0.9322,0.9896,0.7406,0.6792,2.7621,0.6006,Ürgüp Sivrisi
83192,1234.263,541.2917,196.1894,83761,325.4587,0.932,0.9932,0.7515,0.6862,2.759,0.6013,Ürgüp Sivrisi
88385,1227.384,516.8186,218.3544,89255,335.4628,0.9064,0.9903,0.7137,0.7373,2.3669,0.6491,Ürgüp Sivrisi
84329,1139.891,461.9137,233.7635,84990,327.6752,0.8625,0.9922,0.679,0.8156,1.976,0.7094,Ürgüp Sivrisi
86279,1195.527,504.1621,218.3972,86983,331.4421,0.9013,0.9919,0.7287,0.7586,2.3085,0.6574,Ürgüp Sivrisi
75634,1110.387,429.9836,229.97,76640,310.3227,0.845,0.9869,0.5793,0.7709,1.8697,0.7217,Ürgüp Sivrisi
88874,1241.548,529.5777,213.9558,89806,336.3895,0.9148,0.9896,0.6354,0.7245,2.4752,0.6352,Ürgüp Sivrisi
77802,1087.467,435.5175,228.234,78490,314.7389,0.8517,0.9912,0.6352,0.8267,1.9082,0.7227,Ürgüp Sivrisi
92741,1190.617,473.0509,250.7205,93415,343.6299,0.848,0.9928,0.6655,0.8221,1.8868,0.7264,Ürgüp Sivrisi
82455,1267.162,559.186,188.5021,83197,324.0138,0.9415,0.9911,0.4822,0.6453,2.9665,0.5794,Ürgüp Sivrisi
62717,997.479,405.5403,198.0148,63319,282.5841,0.8727,0.9905,0.6033,0.7921,2.048,0.6968,Ürgüp Sivrisi
65453,1041.835,433.845,193.0942,66027,288.6821,0.8955,0.9913,0.5797,0.7578,2.2468,0.6654,Ürgüp Sivrisi
81158,1187.532,506.2746,205.4392,82178,321.4554,0.914,0.9876,0.7536,0.7232,2.4644,0.6349,Ürgüp Sivrisi
60780,1022.444,434.3616,179.0683,61611,278.1861,0.9111,0.9865,0.5717,0.7306,2.4257,0.6404,Ürgüp Sivrisi
92335,1267.897,539.7985,218.4157,93195,342.8769,0.9145,0.9908,0.5455,0.7218,2.4714,0.6352,Ürgüp Sivrisi
99165,1293.379,534.1621,237.2381,100300,355.332,0.896,0.9887,0.6314,0.7449,2.2516,0.6652,Ürgüp Sivrisi
79222,1175.302,501.3075,201.7184,79890,317.5981,0.9155,0.9916,0.5486,0.7207,2.4852,0.6335,Ürgüp Sivrisi
95502,1232.353,507.0525,241.1062,96193,348.7075,0.8797,0.9928,0.7463,0.7902,2.103,0.6877,Ürgüp Sivrisi
105232,1295.678,518.4524,262.7622,107405,366.0404,0.8621,0.9798,0.6571,0.7877,1.9731,0.706,Ürgüp Sivrisi
68120,1071.353,454.3408,192.2492,68672,294.5048,0.9061,0.992,0.7174,0.7458,2.3633,0.6482,Ürgüp Sivrisi
98701,1311.768,559.2086,225.4859,99574,354.4997,0.9151,0.9912,0.6782,0.7208,2.48,0.6339,Ürgüp Sivrisi
75019,1156.906,498.474,192.8054,75706,309.0585,0.9222,0.9909,0.6628,0.7043,2.5854,0.62,Ürgüp Sivrisi
82804,1169.725,491.6745,216.365,83373,324.6988,0.898,0.9932,0.7362,0.7605,2.2724,0.6604,Ürgüp Sivrisi
74674,1080.253,424.157,227.5276,75586,308.347,0.8439,0.9879,0.6945,0.8041,1.8642,0.727,Ürgüp Sivrisi
97037,1293.859,548.9082,226.4816,97866,351.4987,0.9109,0.9915,0.5465,0.7284,2.4236,0.6404,Ürgüp Sivrisi
67675,1055.24,437.4783,197.9687,68422,293.5413,0.8918,0.9891,0.5709,0.7637,2.2098,0.671,Ürgüp Sivrisi
91350,1282.514,530.1989,219.6541,92091,341.0432,0.9101,0.992,0.5783,0.6979,2.4138,0.6432,Ürgüp Sivrisi
66642,1021.869,416.4739,204.2621,67266,291.2923,0.8715,0.9907,0.671,0.802,2.0389,0.6994,Ürgüp Sivrisi
99270,1245.963,495.6917,255.7247,100359,355.52,0.8567,0.9891,0.6966,0.8036,1.9384,0.7172,Ürgüp Sivrisi
72484,1154.288,480.2578,192.8015,73387,303.7919,0.9159,0.9877,0.6522,0.6836,2.4909,0.6326,Ürgüp Sivrisi
106032,1345.16,562.2168,242.1901,106974,367.4291,0.9025,0.9912,0.5597,0.7364,2.3214,0.6535,Ürgüp Sivrisi
